PartnerID,NationalIDNumber,LoginID,OrganizationLevel,FirstName,MiddleName,LastName,Suffix,JobTitle,BonusMonth,WeekOffDay,PhoneNumber,PhoneNumberType,EmailAddress,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,PAN,UIDAI,SSN,CountryRegionName,BirthDate,Age,MaritalStatus,Gender,HireDate,RetirementYear,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate,ProefficientLanguage,LicenseNumber,PassportNumber,BonusMonth_1,Ethenicity,PercentageLeaveLeft,QuarterVaccationHours,FullName,BloodGroup,Department,BirthDate1,WeekOffDay1,PAN1,UIDAI1,LicenseNumber1,PassportNumber1
823.0,693168613,adventure-works\ken1,4,Ken,L,Myer,,Production Technician - WC40,November,Saturday,949-555-0174,Work,ken1@adventure-works.com,488 Sa nt #@a Mar (ia,,Everett,Washington,98201,FTAFF1410H,9100 0000 0000,778224314,United States,5/28/1981,41,M,M,2/24/2009,5/28/2041,FALSE,51,45,True,{699C00D8-C4AB-4CD2-A48F-37CBCB5BFCCA},6/30/2014 0:00,C #hine $SE,UP78 20205132456,V67 16384,November,African,31,4.8,Charlie Almond,AB+,management,2/15/1989,Saturday,GDABP9486I,5177 5394 4789,UP78 20205132456,V67 16384
824.0,440379437,adventure-works\gabe0,4,Gabe,B,Mares,,Production Technician - WC40,December,Sunday,310-555-0117,Work,gabe0@adventure-works.com,5683 B^&%@ el Ai>< r Dr.,,Edmonds,Washington,98020,MLHJL0801T,3440 0000 0000,636118682,United States,5/10/1988,34,M,M,3/8/2009,5/10/2048,FALSE,57,48,True,{790C9A7C-264C-4D48-A9D3-E2571A8011D8},6/30/2014 0:00,J a panes e,AP45 19562435678,L1264792,December,Thai,41,2.5,Drake Babe,AB-,operations,1/8/1989,Sunday,MLHJL0801T,3811 0238 6944,AP45 19562435678,L1264792
825.0,332349500,adventure-works\lori0,3,Lori,A,Kane,,Production Supervisor - WC45,January,Monday,289-555-0196,Cell,lori0@adventure-works.com,7061 L^a%^ ur &?~! el,,Redmond,Washington,98052,IZWJN4790G,3.74E+11,380819633,United States,7/18/1980,,S,F,2/26/2009,7/18/2040,FALSE,76,58,True,{23D436FC-08F7-4988-8B4D-490AA4E8B7E7},6/30/2014 0:00,e Ng (lish,AP45 19562435678,,September,Polish,49,5.67,Brown Man,O+,sales,4/15/1989,Monday,IZWJN4790G,3750 8430 7653,AP45 19562435678,
826.0,835460180,adventure-works\stuart0,4,Stuart,V,Munson,,Production Technician - WC45,February,Tuesday,413-555-0136,Cell,stuart0@adventure-works.com,488 Sa nt #@a Mar (ia,,Bellevue,Washington,98004,LMCFV9124L,8760 0000 0000,319874479,United States,9/13/1962,60,S,M,12/2/2008,9/13/2022,FALSE,84,62,True,{4F361B4F-7920-4037-9A0A-46D616F9B9C7},6/30/2014 0:00,A F r&ican,FG78 199946254525,,Feburary,Albanian,12,6.87,Philip Anders,A+,IT,5/31/1991,Tuesday,LMCFV9124L,4755 8766 9949,FG78 199946254525,
827.0,687685941,adventure-works\greg0,4,Greg,F,Alderson,,Production Technician - WC45,March,Wednesday,332-555-0150,Work,greg0@adventure-works.com,20 sh^559 Worth32 %%% Cft.,,Bellevue,Washington,98004,CGNCE6395N,7820 0000 0000,298484209,United States,10/18/1970,52,S,M,12/2/2008,10/18/2030,FALSE,85,62,True,{A36B5D6B-72A5-47F8-9F6B-5D922130E760},6/30/2014 0:00,P &olish,AP45-200057315643,,March,Uzbek,3,12.5,Michal John,A+,marketing,6/15/1989,Wednesday,CGNCE6395N,9833 8327 6975,AP45 19562435673,
828.0,199546871,adventure-works\scott0,4,Scott,R,Gode,,Production Technician - WC45,April,Thursday,391-555-0138,Cell,scott0@adventure-works.com,2150 Bir *(chwo ()od D@#r,,Seattle,Washington,98104,UPGFN0051Q,7050 0000 0000,43346233,United States,2/10/1987,35,M,M,1/8/2009,2/10/2047,FALSE,86,63,True,{E35DA50A-BB51-4E08-8B8D-87EF4650247A},6/30/2014 0:00,C #hine $SE,UP78 20205132456,B1846299,april,IndoAryan,45,2.5,JohnnyWalker,B+,tech,1/4/1991,Thursday,MRZFU0871K,6321 8481 2058,UP78 20205132456,B1846299
829.0,167554340,adventure-works\kathie0,4,Kathie,E,Flood,,Production Technician - WC45,May,Friday,446-555-0118,Work,kathie0@adventure-works.com,18 6 ^%78 Lak &eview Blv {}d.,,Everett,Washington,98201,TJLFE8977E,7050 0000 0000,441612842,United States,11/1/1990,32,M,F,1/27/2009,11/1/2050,FALSE,87,63,True,{25FC84D7-E013-44B8-82CD-63CD4723AF81},6/30/2014 0:00,J a panes e,AP45 19562435681,V67 16384,May,Portuguese,6,6.87,Stuart Little,A-,management,6/25/1989,Friday,TJLFE8977E,5485 5000 8000,AP45 19562435681,V67 16384
830.0,20244403,adventure-works\belinda0,4,Belinda,M,Newman,,Production Technician - WC45,June,Saturday,319-555-0126,Cell,belinda0@adventure-works.com,22 435 Bre &*ck Cour &#t,,Bothell,Washington,98011,ONBLG7429N,5030 0000 0000,275890784,United States,9/17/1969,53,S,F,2/20/2009,9/17/2029,FALSE,83,61,True,{F714B5EC-CA7C-4E6E-A812-2C5A119F4C30},6/30/2014 0:00,Sp anish,FG78 199946254526,L1264792,June,Black,78,12.5,James Bond,B-,operations,2/15/1989,Saturday,ONBLG7429N,3066 2940 6413,FG78 199946254526,L1264792
831.0,398223854,adventure-works\hazem0,2,Hazem,E,Abolrous,,Quality Assurance Manager,July,Sunday,869-555-0125,Work,hazem0@adventure-works.com,435@ 0 Min ()ute Dr.$$,,Kenmore,Washington,98028,WRRFO0180Z,8190 0000 0000,681106597,United States,10/26/1977,45,S,M,2/28/2009,10/26/2037,TRUE,80,60,True,{05C84608-F445-4F9D-BB5C-0828C309C29D},17:08.6,Engli sh$,AP45-200057315644,B1846299,July,White,90,2.5,Ashley Chase,AB+,sales,1/8/1989,Sunday,MRZFU0871K,7322 8440 2681,AP45 19562435673,B1846299
832.0,885055826,adventure-works\peng0,3,Peng,J,Wu,,Quality Assurance Supervisor,August,Monday,164-555-0164,Work,peng0@adventure-works.com,21 sh^559 Worth32 %%% Cft.,,Bothell,Washington,98011,ZXXAD8567C,4920 0000 0000,583214798,United States,3/18/1976,46,M,M,12/9/2008,3/18/2036,TRUE,81,60,True,{E249D613-36C9-4544-9B6F-6CE50E5E0DA5},6/30/2014 0:00,Hi nDi! *,UP78 20205132456,V67 16384,June,Asian,36,21.5,Charlie Almond,AB-,IT,4/15/1989,Monday,ZXXAD8567C,3425 0653 1151,UP78 20205132456,V67 16384
833.0,343861179,adventure-works\sootha0,4,Sootha,T,Charncherngkha,,Quality Assurance Technician,September,Tuesday,325-555-0137,Work,sootha0@adventure-works.com,2151 Bir *(chwo ()od D@#r,,Kenmore,Washington,98028,NFEPE0556G,1.79E+11,246077746,United States,12/5/1966,56,M,M,2/23/2010,12/5/2026,FALSE,85,62,True,{A3DADF19-27F0-460A-9888-CE6CAA9E3583},6/30/2014 0:00,Po l@iSH,AP45 19562435678,L1264792,August,German,78,4.8,Drake Babe,O+,marketing,6/25/1989,Tuesday,NFEPE0556G,3968 4957 8725,AP45 19562435678,L1264792
834.0,131471224,adventure-works\andreas0,4,Andreas,T,Berglund,,Quality Assurance Technician,October,Wednesday,181-555-0124,Cell,andreas0@adventure-works.com,19 6 ^%78 Lak &eview Blv {}d.,,Renton,Washington,98055,VZNHX5365A,3090 0000 0000,35370877,United States,3/28/1989,33,M,M,2/2/2009,3/28/2049,FALSE,84,62,True,{F4DDD64F-DFFE-4DF3-AA17-D6BEA1924818},6/30/2014 0:00,Ru $$sssian,AP45 19562435678,K7552756,September,African,34,2.5,Brown Man,A+,tech,3/28/1989,Wednesday,VZNHX5365A,8587 9139 2785,AP45 19562435678,K7552756
835.0,381772114,adventure-works\mark0,4,Mark,L,Harrington,,Quality Assurance Technician,November,Thursday,147-555-0179,Cell,mark0@adventure-works.com,23 435 Bre &*ck Cour &#t,,Issaquah,Washington,98027,DBUFV2863Y,8.91E+11,766284626,United States,4/30/1986,36,S,M,1/15/2009,4/30/2046,FALSE,83,61,True,{6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A},6/30/2014 0:00,e Ng (lish,FG78 199946254526,P9046289,october,Thai,67,5.67,Philip Anders,A+,management,2/5/1989,Thursday,DBUFV2863Y,9502 1517 6995,FG78 199946254526,P9046289
836.0,403414852,adventure-works\sean0,4,Sean,P,Alexander,,Quality Assurance Technician,December,Friday,420-555-0173,Cell,sean0@adventure-works.com,5684 B^&%@ el Ai>< r Dr.,,Renton,Washington,98055,FNCBC0619M,4.44E+11,783055408,United States,3/6/1976,46,S,M,12/28/2008,3/6/2036,FALSE,82,61,True,{34E128CF-D904-4327-8014-9DF0D5DE7D08},6/30/2014 0:00,A F r&ican,AP45-200057315644,A1045619,November,Polish,76,6.87,Michal John,B+,operations,5/31/1991,Friday,GDABP9486I,9826 6359 8852,AP45 19562435673,A1045619
837.0,345106466,adventure-works\zainal0,3,Zainal,T,Arifin,,Document Control Manager,January,Saturday,204-555-0115,Cell,zainal0@adventure-works.com,7062 L^a%^ ur &?~! el,,Issaquah,Washington,98027,AXLJJ3288Y,4250 0000 0000,814879277,United States,1/30/1976,46,M,M,1/4/2009,1/30/2036,FALSE,77,58,True,{DC60EEED-9F9F-4435-8666-4DE4FAFDE9C3},6/30/2014 0:00,Sp anish,UP78 20205132456,B1846300,December,Albanian,36,12.5,JohnnyWalker,A-,sales,6/15/1989,Saturday,AGPCB3705U,3052 7875 6145,UP78 20205132456,B1846300
838.0,540688287,adventure-works\tengiz0,4,Tengiz,N,Kharatishvili,,Control Specialist,February,Sunday,910-555-0116,Work,tengiz0@adventure-works.com,489 Sa nt #@a Mar (ia,,Issaquah,Washington,98027,FZLPP0200T,3440 0000 0000,483710171,United States,4/28/1990,32,S,M,12/16/2008,4/28/2050,FALSE,76,58,True,{C609B3B2-7969-410C-934C-62C34B63C4EE},6/30/2014 0:00,Engli sh$,AP45 19562435681,V67 16385,October,Uzbek,31,2.5,Stuart Little,B-,IT,1/4/1991,Sunday,GDABP9486I,3076 6146 3849,AP45 19562435681,V67 16385
839.0,242381745,adventure-works\sean1,4,Sean,N,Chai,,Document Control Assistant,March,Monday,205-555-0132,Cell,sean1@adventure-works.com,5684 B^&%@ el Ai>< r Dr.,,Issaquah,Washington,98027,XCRHT6696V,4250 0000 0000,348257297,United States,3/12/1987,35,S,M,1/22/2009,3/12/2047,FALSE,78,59,True,{F78657A9-83EF-4B4D-9809-3C4C6D1A7BB4},6/30/2014 0:00,Hi nDi! *,FG78 199946254527,L1264793,Feburary,IndoAryan,41,21.5,Ashley Chase,AB+,marketing,6/25/1989,Monday,MRZFU0871K,4718 7188 2819,FG78 199946254527,L1264793
840.0,260770918,adventure-works\karen0,4,Karen,R,Berge,,Document Control Assistant,April,Tuesday,746-555-0164,Work,karen0@adventure-works.com,7062 L^a%^ ur &?~! el,,Index,Washington,98256,YMPFW7258Y,3.99E+11,576327615,United States,12/25/1975,47,M,F,2/9/2009,12/25/2035,FALSE,79,59,True,{8A41ED23-7AE2-4C15-AA5D-9496E721F848},6/30/2014 0:00,Po l@iSH,AP45-200057315645,K7552757,March,Portuguese,49,4.8,Charlie Almond,AB-,tech,2/15/1989,Tuesday,YMPFW7258Y,5177 5394 4789,AP45 19562435673,K7552757
841.0,260805477,adventure-works\chris1,4,Chris,K,Norred,,Control Specialist,May,Wednesday,575-555-0126,Cell,chris1@adventure-works.com,489 Sa nt #@a Mar (ia,,Issaquah,Washington,98027,RBNCX4507I,1.44E+11,635498934,United States,5/26/1987,35,M,M,3/6/2009,5/26/2047,FALSE,75,57,True,{45C358FB-9C7F-4D36-8EC7-3D89E9FD07F4},6/30/2014 0:00,Ru $$sssian,UP78 20205132456,P9046290,april,Black,12,2.5,Drake Babe,O+,management,1/8/1989,Wednesday,MRZFU0871K,3811 0238 6944,UP78 20205132456,P9046290
842.0,685233686,adventure-works\ascott0,2,A. Scott,,Wright,,Master Scheduler,June,Thursday,992-555-0194,Cell,ascott0@adventure-works.com,21 sh^559 Worth32 %%% Cft.,,Newport Hills,Washington,98006,KNOHA9919I,9770 0000 0000,804561097,United States,9/17/1968,54,S,M,12/12/2008,9/17/2028,FALSE,44,42,True,{13909262-4136-492F-BCA3-0B0E3773B03E},17:08.6,e Ng (lish,AP45 19562435678,A1045619,May,White,3,5.67,Brown Man,A+,operations,4/15/1989,Thursday,KNOHA9919I,3750 8430 7653,AP45 19562435678,A1045619
843.0,981495526,adventure-works\sairaj0,3,Sairaj,L,Uddin,,Scheduling Assistant,July,Friday,500-555-0159,Cell,sairaj0@adventure-works.com,2151 Bir *(chwo ()od D@#r,,Redmond,Washington,98052,CLLTQ4980E,4250 0000 0000,306549700,United States,12/22/1987,,M,M,1/26/2009,12/22/2047,FALSE,46,43,True,{4D36A720-CE32-4C47-866A-DB7844449309},6/30/2014 0:00,A F r&ican,AP45 19562435678,B1846300,June,Asian,45,6.87,Philip Anders,A+,sales,6/25/1989,Friday,MRZFU0871K,4755 8766 9949,AP45 19562435678,B1846300
844.0,621209647,adventure-works\william0,3,William,S,Vong,,Scheduling Assistant,August,Saturday,148-555-0145,Cell,william0@adventure-works.com,19 6 ^%78 Lak &eview Blv {}d.,,Bellevue,Washington,98004,QJDBV0941R,3220 0000 0000,537714216,United States,11/6/1981,,M,M,1/7/2009,11/6/2041,FALSE,45,42,True,{1A68CD62-6FE9-4613-90D4-2CD178E4E54A},6/30/2014 0:00,P &olish,FG78 199946254527,V67 16385,July,German,6,12.5,Michal John,B+,IT,3/28/1989,Saturday,MRZFU0871K,9833 8327 6975,FG78 199946254527,V67 16385
845.0,470689086,adventure-works\alan0,3,Alan,J,Brewer,,Scheduling Assistant,September,Sunday,438-555-0172,Work,alan0@adventure-works.com,23 435 Bre &*ck Cour &#t,,Kenmore,Washington,98028,QQDAE1085O,9100 0000 0000,574861214,United States,3/29/1984,,M,M,2/13/2009,3/29/2044,FALSE,47,43,True,{DE321854-B076-4D59-BB7B-42152031B108},6/30/2014 0:00,C #hine $SE,AP45-200057315645,L1264793,June,African,78,2.5,JohnnyWalker,A-,marketing,6/25/1989,Sunday,MRZFU0871K,6321 8481 2058,AP45 19562435673,L1264793
846.0,368691270,adventure-works\brian1,3,Brian,P,LaMee,,Scheduling Assistant,October,Monday,313-555-0196,Cell,brian1@adventure-works.com,435@ 0 Min ()ute Dr.$$,,Everett,Washington,98201,WZHPZ1215Q,4920 0000 0000,564644284,United States,8/11/1984,,M,M,3/3/2009,8/11/2044,FALSE,48,44,True,{DFA02733-C26E-4E31-99D8-9167E4E5131D},6/30/2014 0:00,J a panes e,UP78 20205132456,B1846300,August,Thai,90,6.87,Stuart Little,B-,tech,3/28/1989,Monday,MRZFU0871K,5485 5000 8000,UP78 20205132456,B1846300
847.0,141165819,adventure-works\gary1,2,Gary,E.,Altman,III,Facilities Manager,November,Tuesday,110-555-0112,Cell,gary1@adventure-works.com,22 sh^559 Worth32 %%% Cft.,,Renton,Washington,98055,AKPFY6753F,2.96E+11,417430952,United States,2/18/1971,51,M,M,12/2/2009,2/18/2031,TRUE,86,63,True,{62F6EC59-5635-44F3-9CC1-2D8EEAF90A05},6/30/2014 0:00,e Ng (lish,AP45 19562435681,,September,Polish,36,12.5,James Bond,AB+,management,2/5/1989,Tuesday,AGPCB3705U,3066 2940 6413,AP45 19562435681,
848.0,553069203,adventure-works\christian0,3,Christian,E,Kleinerman,,Maintenance Supervisor,December,Wednesday,846-555-0157,Cell,christian0@adventure-works.com,2152 Bir *(chwo ()od D@#r,,Gold Bar,Washington,98251,YXIFW0410F,3440 0000 0000,815220516,United States,1/18/1976,46,M,M,12/14/2008,1/18/2036,TRUE,92,66,True,{4611C7C5-90A0-407F-B054-93BD51533609},6/30/2014 0:00,A F r&ican,FG78 199946254528,L1264793,october,Albanian,78,2.5,Ashley Chase,AB-,operations,5/31/1991,Wednesday,YXIFW0410F,7322 8440 2681,FG78 199946254528,L1264793
849.0,879334904,adventure-works\lori1,4,Lori,K,Penor,,Janitor,January,Thursday,295-555-0161,Cell,lori1@adventure-works.com,20 6 ^%78 Lak &eview Blv {}d.,,Index,Washington,98256,KFWHJ2956W,5030 0000 0000,421279736,United States,7/31/1970,52,M,F,2/16/2010,7/31/2030,FALSE,90,65,True,{929FE187-EE24-4F5F-AF2A-F96324F09423},6/30/2014 0:00,P &olish,AP45-200057315646,K7552757,November,Uzbek,34,21.5,Charlie Almond,O+,sales,6/15/1989,Thursday,KFWHJ2956W,3425 0653 1151,AP45 19562435673,K7552757
850.0,28414965,adventure-works\stuart1,4,Stuart,J,Macrae,,Janitor,February,Friday,539-555-0149,Work,stuart1@adventure-works.com,24 435 Bre &*ck Cour &#t,,Renton,Washington,98055,NTNLF1399K,3440 0000 0000,229370785,United States,12/17/1971,51,M,M,3/5/2010,12/17/2031,FALSE,88,64,True,{CC2791E6-7629-49C5-922A-81445AFDF033},6/30/2014 0:00,C #hine $SE,UP78 20205132456,P9046290,December,IndoAryan,67,4.8,Drake Babe,A+,IT,1/4/1991,Friday,NTNLF1399K,3968 4957 8725,UP78 20205132456,P9046290
851.0,153479919,adventure-works\jo1,4,Jo,L,Berry,,Janitor,March,Saturday,228-555-0159,Cell,jo1@adventure-works.com,5685 B^&%@ el Ai>< r Dr.,,Index,Washington,98256,GHYGR5309S,,448598249,United States,4/24/1954,68,M,F,3/7/2010,4/24/2014,FALSE,91,65,True,{39AF5CCA-9B52-41E5-B510-72901D2578F6},6/30/2014 0:00,J a panes e,AP45 19562435678,A1045620,November,Portuguese,76,2.5,Brown Man,A+,marketing,6/25/1989,Saturday,MRZFU0871K,8587 9139 2785,AP45 19562435678,A1045620
852.0,646304055,adventure-works\pat0,4,Pat,H,Coleman,,Janitor,April,Sunday,720-555-0158,Work,pat0@adventure-works.com,7063 L^a%^ ur &?~! el,,Gold Bar,Washington,98251,LBYGB9082K,2100 0000 0000,722375287,United States,12/3/1970,52,S,M,1/27/2010,12/3/2030,FALSE,89,64,True,{49238447-30EE-4009-993F-0B6C756AB436},6/30/2014 0:00,e Ng (lish,AP45 19562435678,B1846301,Feburary,Black,36,5.67,Philip Anders,B+,tech,2/15/1989,Sunday,LBYGB9082K,9502 1517 6995,AP45 19562435678,B1846301
853.0,552560652,adventure-works\magnus0,3,Magnus,E,Hedlund,,Facilities Administrative Assistant,May,Monday,583-555-0182,Work,magnus0@adventure-works.com,490 Sa nt #@a Mar (ia,,Renton,Washington,98055,IKTBM8189A,8190 0000 0000,343050681,United States,8/27/1971,51,M,M,12/21/2009,8/27/2031,FALSE,87,63,True,{0A4BCC09-ACE5-4481-9067-8B9ED70ECA18},6/30/2014 0:00,A F r&ican,FG78 199946254528,V67 16386,March,White,31,6.87,Michal John,A-,management,1/8/1989,Monday,IKTBM8189A,9826 6359 8852,FG78 199946254528,V67 16386
854.0,184188301,adventure-works\laura1,1,Laura,F,Norman,,Chief Financial Officer,June,Tuesday,615-555-0110,Cell,laura1@adventure-works.com,5685 B^&%@ el Ai>< r Dr.,,Renton,Washington,98055,AHMFE5830H,2.93E+11,28476659,United States,1/6/1976,46,M,F,1/31/2009,1/6/2036,TRUE,0,20,True,{D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6},6/30/2014 0:00,P &olish,AP45-200057315646,L1264794,april,Asian,41,12.5,JohnnyWalker,B-,operations,4/15/1989,Tuesday,AGPCB3705U,3052 7875 6145,AP45 19562435673,L1264794
855.0,535145551,adventure-works\paula0,2,Paula,M,Barreto de Mattos,,Human Resources Manager,July,Wednesday,523-555-0175,Cell,paula0@adventure-works.com,7063 L^a%^ ur &?~! el,,Bellevue,Washington,98004,JGEFF8687R,8190 0000 0000,114699570,United States,2/11/1976,46,M,F,12/6/2008,2/11/2036,TRUE,54,47,True,{65028F15-4149-4DE5-B203-9D7EC86BAF87},6/30/2014 0:00,C #hine $SE,UP78 20205132456,K7552758,May,German,49,2.5,Stuart Little,AB+,sales,6/25/1989,Wednesday,MRZFU0871K,3076 6146 3849,UP78 20205132456,K7552758
856.0,476980013,adventure-works\grant0,3,Grant,N,Culbertson,,Human Resources Administrative Assistant,August,Thursday,955-555-0131,Work,grant0@adventure-works.com,490 Sa nt #@a Mar (ia,,Gold Bar,Washington,98251,YEGGX3951H,5.94E+11,886700150,United States,4/16/1976,,S,M,2/25/2009,4/16/2036,FALSE,53,46,True,{4511ABBA-7F34-400E-907B-A663C20E1A41},6/30/2014 0:00,J a panes e,AP45 19562435681,P9046291,June,African,12,21.5,Ashley Chase,AB-,IT,2/15/1989,Thursday,YEGGX3951H,4718 7188 2819,AP45 19562435681,P9046291
857.0,416679555,adventure-works\hao0,3,Hao,O,Chen,,Human Resources Administrative Assistant,September,Friday,806-555-0136,Work,hao0@adventure-works.com,22 sh^559 Worth32 %%% Cft.,# 141,Issaquah,Washington,98027,DRFHF0441N,8.93E+11,182372675,United States,4/17/1977,45,S,M,2/6/2009,4/17/2037,FALSE,52,46,True,{FD53C4C8-B34E-460F-9EE5-747B07FE98B3},6/30/2014 0:00,Sp anish,FG78 199946254529,A1045620,July,Thai,3,4.8,Charlie Almond,O+,marketing,1/8/1989,Friday,MRZFU0871K,5177 5394 4789,FG78 199946254529,A1045620
858.0,264306399,adventure-works\vidur0,3,Vidur,X,Luthra,,Recruiter,October,Saturday,153-555-0186,Work,vidur0@adventure-works.com,2152 Bir *(chwo ()od D@#r,,Newport Hills,Washington,98006,HZSLZ3728W,,738780397,United States,8/1/1984,38,S,M,1/1/2009,8/1/2044,FALSE,50,45,True,{47E76B59-B137-4572-AD55-6B3E68C13BD3},6/30/2014 0:00,Engli sh$,AP45-200057315647,B1846301,June,Polish,45,2.5,Drake Babe,A+,tech,4/15/1989,Saturday,HZSLZ3728W,3811 0238 6944,AP45 19562435673,B1846301
859.0,619308550,adventure-works\mindy0,3,Mindy,C,Martin,,Benefits Specialist,November,Sunday,522-555-0147,Work,mindy0@adventure-works.com,20 6 ^%78 Lak &eview Blv {}d.,,Newport Hills,Washington,98006,PJITY4184C,,748820219,United States,11/20/1984,38,M,F,12/25/2008,11/20/2044,FALSE,51,45,True,{834D7AB6-06E6-4944-B42F-028CD4BD388E},6/30/2014 0:00,Hi nDi! *,UP78 20205132456,V67 16386,August,Albanian,6,5.67,Brown Man,A+,management,6/25/1989,Sunday,PJITY4184C,3750 8430 7653,UP78 20205132456,V67 16386
860.0,332040978,adventure-works\willis0,3,Willis,T,Johnson,,Recruiter,December,Monday,778-555-0141,Work,willis0@adventure-works.com,24 435 Bre &*ck Cour &#t,,Everett,Washington,98201,SBQBW1145U,2.40E+11,139429207,United States,7/18/1978,44,S,M,12/13/2008,7/18/2038,FALSE,49,44,True,{A1D86ECC-EA17-4B1B-8369-F1D07AB0A469},6/30/2014 0:00,Po l@iSH,AP45 19562435678,L1264794,September,Uzbek,78,6.87,Philip Anders,B+,operations,3/28/1989,Monday,MRZFU0871K,4755 8766 9949,AP45 19562435678,L1264794
861.0,30845,adventure-works\david6,2,David,J,Liu,,Accounts Manager,January,Tuesday,646-555-0185,Work,david6@adventure-works.com,435@ 0 Min ()ute Dr.$$,,Gold Bar,Washington,98251,EAMJV3437B,8760 0000 0000,185157535,United States,7/8/1983,39,M,M,1/30/2009,7/8/2043,TRUE,57,48,True,{2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D},6/30/2014 0:00,Ru $$sssian,AP45 19562435678,B1846301,october,IndoAryan,90,12.5,Michal John,A-,sales,6/25/1989,Tuesday,EAMJV3437B,9833 8327 6975,AP45 19562435678,B1846301
862.0,363923697,adventure-works\deborah0,3,Deborah,E,Poe,,Accounts Receivable Specialist,February,Wednesday,602-555-0194,Cell,deborah0@adventure-works.com,23 sh^559 Worth32 %%% Cft.,,Everett,Washington,98201,PXZHV4166D,7.98E+11,38386834,United States,3/6/1976,46,M,F,12/18/2008,3/6/2036,FALSE,60,50,True,{09F75454-028C-46CA-BC08-0147BD0220D7},6/30/2014 0:00,e Ng (lish,FG78 199946254529,V67 16386,November,Portuguese,36,2.5,JohnnyWalker,B-,IT,3/28/1989,Wednesday,PXZHV4166D,6321 8481 2058,FG78 199946254529,V67 16386
863.0,60517918,adventure-works\candy0,3,Candy,L,Spoon,,Accounts Receivable Specialist,March,Thursday,920-555-0177,Cell,candy0@adventure-works.com,2153 Bir *(chwo ()od D@#r,,Index,Washington,98256,RSAHF3148G,5030 0000 0000,606310402,United States,2/23/1976,46,S,F,1/6/2009,2/23/2036,FALSE,61,50,True,{9E9F713B-707C-4F7E-9504-DE188052A045},6/30/2014 0:00,A F r&ican,AP45-200057315647,L1264794,December,Black,78,6.87,Stuart Little,AB+,marketing,2/5/1989,Thursday,MRZFU0871K,5485 5000 8000,AP45 19562435673,L1264794
864.0,931190412,adventure-works\bryan1,3,Bryan,A,Walton,,Accounts Receivable Specialist,April,Friday,935-555-0199,Work,bryan1@adventure-works.com,21 6 ^%78 Lak &eview Blv {}d.,,Newport Hills,Washington,98006,XAIGP2349D,7050 0000 0000,364268143,United States,9/20/1984,38,S,M,1/24/2009,9/20/2044,FALSE,62,51,True,{CB3E71EC-A381-4716-87DF-D3841AB9795A},6/30/2014 0:00,Sp anish,UP78 20205132456,K7552758,December,White,34,12.5,James Bond,AB-,tech,5/31/1991,Friday,XAIGP2349D,3066 2940 6413,UP78 20205132456,K7552758
865.0,363910111,adventure-works\barbara1,3,Barbara,C,Moreland,,Accountant,May,Saturday,822-555-0145,Cell,barbara1@adventure-works.com,25 435 Bre &*ck Cour &#t,,Seattle,Washington,98104,KOAFW3060Z,3.60E+11,508794589,United States,1/4/1976,46,M,F,2/18/2009,1/4/2036,TRUE,58,49,True,{3FFBA84E-8E97-4649-A5E1-859649D83AAE},6/30/2014 0:00,Engli sh$,AP45 19562435681,P9046291,Feburary,Asian,67,2.5,Ashley Chase,O+,management,6/15/1989,Saturday,KOAFW3060Z,7322 8440 2681,AP45 19562435681,P9046291
866.0,663843431,adventure-works\dragan0,3,Dragan,K,Tomic,,Accounts Payable Specialist,June,Sunday,117-555-0185,Work,dragan0@adventure-works.com,5686 B^&%@ el Ai>< r Dr.,# 14,Gold Bar,Washington,98251,RIELK5103X,2150 0000 0000,581487559,United States,2/14/1977,45,M,M,2/11/2009,2/14/2037,FALSE,63,51,True,{51C54D34-064B-44F7-A6B1-7702BD491980},6/30/2014 0:00,Hi nDi! *,FG78 199946254530,A1045621,March,German,76,21.5,Charlie Almond,A+,operations,1/4/1991,Sunday,MRZFU0871K,3425 0653 1151,FG78 199946254530,A1045621
867.0,519756660,adventure-works\janet0,3,Janet,L,Sheperdigian,,Accounts Payable Specialist,July,Monday,393-555-0186,Work,janet0@adventure-works.com,7064 L^a%^ ur &?~! el,,Sammamish,Washington,98074,DOZJY0863S,9100 0000 0000,734479090,United States,3/9/1979,43,M,F,3/1/2009,3/9/2039,FALSE,64,52,True,{0C641D77-8675-493F-9947-8C65136559CD},6/30/2014 0:00,Po l@iSH,AP45-200057315648,B1846302,april,African,36,4.8,Drake Babe,A+,sales,6/25/1989,Monday,DOZJY0863S,3968 4957 8725,AP45 19562435673,B1846302
868.0,480951955,adventure-works\mike0,3,Mike,K,Seamans,,Accountant,August,Tuesday,927-555-0150,Work,mike0@adventure-works.com,491 Sa nt #@a Mar (ia,,Index,Washington,98256,BFYCD2503L,3.57E+11,106696229,United States,7/1/1979,43,S,M,3/8/2009,7/1/2039,TRUE,59,49,True,{AC35337D-7C75-4DEE-BB11-6564F257FE18},6/30/2014 0:00,Ru $$sssian,UP78 20205132456,V67 16387,May,Thai,31,2.5,Brown Man,B+,IT,2/15/1989,Tuesday,BFYCD2503L,8587 9139 2785,UP78 20205132456,V67 16387
